id,packageId,parentPoolId,poolId,investorId,assetTypes,apr
NAVI-DEEP,0x40dd49f8cc27562848eb44e1ed966a5c0d7351c50771f31c7b0d69c70b636b9b,0x08373c5efffd07f88eace1c76abe4777489d9ec044fd4cd567f982d9c169e946,0x16a5cc859b1af17b7478c79ff43e67cc5f5e5d257fba21839060dd398a9eb958,0x1e5d64f161663c0437dc34cdb1e200f983ecaad882ab3bb891a3104d2825a534,0xdeeb7a4662eec9f2f3def03fb937a663dddaa2e215b8078a284d026b7946c270::deep::DEEP,38.914737047739635
NAVI-WAL,0x40dd49f8cc27562848eb44e1ed966a5c0d7351c50771f31c7b0d69c70b636b9b,0xef76883525f5c2ff90cd97732940dbbdba0b391e29de839b10588cee8e4fe167,0x8ceca427f6fef09f7691eb2c9f1bf41e4854230f9e1bd21322b3ea7f76ee6975,0xe261d6b63ba101a6cd79adfe69c8499a13a590170e2554072edfa10b770cfbe6,0x2053d08c1e2bd02791056171aab0fd12bd7cd7efad2ab8f6b9c8902f14df2ff2::ausd::AUSD,80.41374184425149
BLUEFIN-AUTOBALANCE-WAL-USDC,0xa9d25a64c0268dad662198b4addf61aba0156c7ce2e1c190388eab16c6ab33dc,0xbcc6909d2e85c06cf9cbfe5b292da36f5bfa0f314806474bbf6a0bf9744d37ce,0x82938703e493c5759c4fa1218d7b7f82fd0356714dfc32eae457479f1f71c225,0xab8585241f83c4e9cfe4d3b36af4b640a0c309b2b60be2c07b2246c32e5d8b4e,0x356a26eb9e012a68958082340d4c4116e7f55615cf27affcff209cf0ae544f59::wal::WAL|0xdba34672e30cb065b1f93e3ab55318768fd6fef66c15942c9f7cb846e2f900e7::usdc::USDC,57.2665
BLUEFIN-WAL-STSUI,0xb280f3d71be3f5e53f0cfaef8c5555697e91db6d8f148e213fb053fabd4b4f76,0xee0d89310b7216a8ef86cd2af0dd22382f4be2049cd073603b7099d9846ab4ca,0x20f27f4b4e8de8e11aef5c59a4facc8367a92b24bd8302448bd97efbbaf9fec5,0xe171b8b8270e0e311362d55a0e21d387be6d549af8559f0d6ce3c4dfbb95deb7,0x356a26eb9e012a68958082340d4c4116e7f55615cf27affcff209cf0ae544f59::wal::WAL|0xd1b72982e40348d069bb1ff701e634c117bb5f741f44dff91e472d3b01461e55::stsui::STSUI,94.31397789012763
BLUEFIN-WAL-USDC,0x67396508929c97242f88497a3e020fad83cbdbba7fbdaff80e8a607ee40f1524,0xbcc6909d2e85c06cf9cbfe5b292da36f5bfa0f314806474bbf6a0bf9744d37ce,0x2781cca45bd57e1205b46dd439baf5233a0f02c4016e0a6b0d1f84036f47d109,0x386445d435618922939a998c59593558d576821b5adceb1279b72731fbefaa38,0x356a26eb9e012a68958082340d4c4116e7f55615cf27affcff209cf0ae544f59::wal::WAL|0xdba34672e30cb065b1f93e3ab55318768fd6fef66c15942c9f7cb846e2f900e7::usdc::USDC,183.07041583470019
USDC-SUIUSDT,0xa750bb127f41ea554646dea7651a7ed44558619f90cd2c79e5e0a425492c5473,0x7df346f8ef98ad20869ff6d2fc7c43c00403a524987509091b39ce61dde00957,0x59ec4223043e2bbbcd519bf161088b81946193b0580d6ce94b48e9cb659c6efa,0x6285c57b0d86cbe585abfe5b23d74f96243f450381ef4d57604164e76a76f4c8,0xdba34672e30cb065b1f93e3ab55318768fd6fef66c15942c9f7cb846e2f900e7::usdc::USDC|0x375f70cf2ae4c00bf37117d0c85a2c71545e6ee05c4a5c7d282cd66a4504b068::usdt::USDT,12.390438803140071
BLUEFIN-LBTC-SUIBTC,0x14ddc3f610fa2fdf96409fa8a86986e9f1c75dde74c3b9ed71b4057f28bcceb8,0x715959c4a67cc6b8d2d4c0db628618d947a032041453a24c3a5315beb613331a,0xd30d849bbddd0c1bc0e2eb552c2dacdf4ae998cc03cd485640eb3db7f456e295,0x43523544dd4e7900ac6aeb8299e1aebd5d72bf7fae97f1a3b988c31e08b1bacc,0x3e8e9423d80e1774a7ca128fccd8bf5f1f7753be658c5e645929037f7c819040::lbtc::LBTC|0xaafb102dd0902f5055cadecd687fb5b71ca82ef0e0285d90afde828ec58ca96b::btc::BTC,7.601574493923457
BLUEFIN-AUTOBALANCE-SUI-LBTC,0xa9d25a64c0268dad662198b4addf61aba0156c7ce2e1c190388eab16c6ab33dc,0xa0153768c7ed857ffd8bad4708da873fb7825a6878e5f4c83f5df4c091933e56,0xafc0dc5166233af565e30e24755c401ff8958a28a8fdfdbbf407236b67725695,0x7a8fc71060975c6e16083c723f376eaf41aab466d0a773c06a68f8f07040998a,0x0000000000000000000000000000000000000000000000000000000000000002::sui::SUI|0x3e8e9423d80e1774a7ca128fccd8bf5f1f7753be658c5e645929037f7c819040::lbtc::LBTC,12.4304
BLUEFIN-FUNGIBLE-STSUI-SUI,0xfdf44ce9bc239b170a97b49ff93947edd1c00dfc054e8474043740a4dd98c37f,0x73549e0918d10727e324ebeed11ab81ab46f8fadb11078a0641f117d9097b725,0x0b45d1e5889b524dc1a472f59651cdedb8e0a2678e745f27975a9b57c127acdd,0xaec347c096dd7e816febd8397be4cca3aabc094a9a2a1f23d7e895564f859dc2,0xd1b72982e40348d069bb1ff701e634c117bb5f741f44dff91e472d3b01461e55::stsui::STSUI|0x2::sui::SUI,4.676651451028974
NAVI-SUIUSDT,0x40dd49f8cc27562848eb44e1ed966a5c0d7351c50771f31c7b0d69c70b636b9b,0xa3e0471746e5d35043801bce247d3b3784cc74329d39f7ed665446ddcf22a9e2,0x1d30d1b07d78341810a604ad34734001b3b70362c6502de2220999074429a641,0x30432ba26016f1f1155d4a8baaa64306283dc9640cc8a42e6e3c91b1d5ba9bd4,0x375f70cf2ae4c00bf37117d0c85a2c71545e6ee05c4a5c7d282cd66a4504b068::usdt::USDT,2.4402143124617384
NAVI-SUIBTC,0x67e60fe54edc2cb84f7a15b4066f1b5b69316a11548c9a5a1dccfb987807b334,0x348f4049063e6c4c860064d67a170a7b3de033db9d67545d98fa5da3999966bc,0x17743a10e89b108fd7c048e7737ce09082e3ef91f416ee93c2566c5dd3f438db,0x469237db8da554e6f061c50a0f1e106fba6775a194984b24b4827c1f9c122606,0xaafb102dd0902f5055cadecd687fb5b71ca82ef0e0285d90afde828ec58ca96b::btc::BTC,6.647495899926868
BLUEFIN-SUIBTC-USDC,0x14ddc3f610fa2fdf96409fa8a86986e9f1c75dde74c3b9ed71b4057f28bcceb8,0xf0e4772e80800550368973d1f8ab2c9a7241ace8df8770452ee2bf3e3e67b8a1,0x4043b9e628d0cc6c2e3f322e6a7bddf603a3bcc084992355b55f4c23516bb6ba,0x6876c4b19075ee774ca368a4a782c9425cca97251093dafa7ff239a846b3ee30,0xaafb102dd0902f5055cadecd687fb5b71ca82ef0e0285d90afde828ec58ca96b::btc::BTC|0xdba34672e30cb065b1f93e3ab55318768fd6fef66c15942c9f7cb846e2f900e7::usdc::USDC,48.17139240475583
NAVI-LOOP-SUI-STSUI,0x8cbe6a5c869347e1a76774e9fe841aeb928b8dfdf3548d62cc522b4f81a7ab60,0x0bccd5189d311002f4e10dc98270a3362fb3f7f9d48164cf40828f6c09f351e2,0xc4caf2d31693974b838ffb83b0c8ae880a6b09ca251a07062cf66453bf3e3ce0,0x3e8937974f3dac64eb8ee9f86a80ccc24852bd2f74d18753d071bbdad73a4c97,0x2::sui::SUI,20.528047205405628
BLUEFIN-STSUI-MUSD,0xb280f3d71be3f5e53f0cfaef8c5555697e91db6d8f148e213fb053fabd4b4f76,0x0da4bcb1669ae3b6ce80f024e3a2076e2c4e2cc899d4724fce94da0f729bc968,0xb251e187a4e688dd3dbbf378e4aacfdd41de6a81e2a4bc10c7b80e056c1da630,0xa8a705f8819e01396927c1ec179a140750597ed3b5268d205bbf5240979fda86,0xd1b72982e40348d069bb1ff701e634c117bb5f741f44dff91e472d3b01461e55::stsui::STSUI|0xe44df51c0b21a27ab915fa1fe2ca610cd3eaa6d9666fe5e62b988bf7f0bd8722::musd::MUSD,0
BLUEFIN-STSUI-BUCK,0xb280f3d71be3f5e53f0cfaef8c5555697e91db6d8f148e213fb053fabd4b4f76,0x0bc35f5b7e7b77dadc62c2630e9efafb1beb4122fd5393bf3b99586abf3ca8b1,0xdee56209e25c0eafdd3e06ee9f4aae03d173478d158fb4c5c1fbae7c75d4cd72,0xb5633adb8cfb5a4e6580002b21bc403d5d096dbca07495986b4882619ce05279,0xd1b72982e40348d069bb1ff701e634c117bb5f741f44dff91e472d3b01461e55::stsui::STSUI|0xce7ff77a83ea0cb6fd39bd8748e2ec89a3f41e8efdc3f4eb123e0ca37b184db2::buck::BUCK,57.96504385237338
NAVI-STSUI,0x40dd49f8cc27562848eb44e1ed966a5c0d7351c50771f31c7b0d69c70b636b9b,0x0bccd5189d311002f4e10dc98270a3362fb3f7f9d48164cf40828f6c09f351e2,0xd1125035ab6e2889239442031c130c641b75b430b71057bb79710ad578cc2867,0x3a5d769b84ea9ba9ae76a9a4a48f8f3880b0ab3a36564d42922d507da8d5bd06,0xd1b72982e40348d069bb1ff701e634c117bb5f741f44dff91e472d3b01461e55::stsui::STSUI,0
BLUEFIN-AUTOBALANCE-DEEP-SUI,0xa9d25a64c0268dad662198b4addf61aba0156c7ce2e1c190388eab16c6ab33dc,0x1b06371d74082856a1be71760cf49f6a377d050eb57afd017f203e89b09c89a2,0x76fb78985fae4cf24bcd933ea5e8a6e818e9d4b51c091c4c4a78b6720199e81e,0x217a85380d0cf4b4c5a870b8f6d11b8e3bc66de87e86d0376080ca7e60e6506c,0xdeeb7a4662eec9f2f3def03fb937a663dddaa2e215b8078a284d026b7946c270::deep::DEEP|0x0000000000000000000000000000000000000000000000000000000000000002::sui::SUI,111.6703
BLUEFIN-AUTOBALANCE-BLUE-SUI,0xa9d25a64c0268dad662198b4addf61aba0156c7ce2e1c190388eab16c6ab33dc,0xde705d4f3ded922b729d9b923be08e1391dd4caeff8496326123934d0fb1c312,0xb8cf0bf8b39f465c1b845e5ee8c2c53424c3faf97fb8e0ef1139abb9001e844a,0xf7785cf8b3d3f9bee48bf4d90a142d7ec98b25d6784408ffedc11633d7124197,0xe1b45a0e641b9955a20aa0ad1c1f4ad86aad8afb07296d4085e349a50e90bdca::blue::BLUE|0x0000000000000000000000000000000000000000000000000000000000000002::sui::SUI,75.1593
BLUEFIN-AUTOBALANCE-DEEP-BLUE,0xa9d25a64c0268dad662198b4addf61aba0156c7ce2e1c190388eab16c6ab33dc,0x4b8271fc4819078e44ee9a0506a824b77464789d57ace355d0562a4776c51840,0x37671a77fb00a3323304f2586d18694bb93a6bc840e8184634ebe66d69eb48db,0x90364be9cca6c1df042f269fb944fd49ba1c74688789fe33329aa6d40ac8552a,0xdeeb7a4662eec9f2f3def03fb937a663dddaa2e215b8078a284d026b7946c270::deep::DEEP|0xe1b45a0e641b9955a20aa0ad1c1f4ad86aad8afb07296d4085e349a50e90bdca::blue::BLUE,135.6545
BLUEFIN-SUIUSDT-USDC,0x67396508929c97242f88497a3e020fad83cbdbba7fbdaff80e8a607ee40f1524,0x0bd95d012d60190a6713ae51f2d833b24ae70c5fb07fcfb41db40f25549878b1,0x5b975bf7d0f0e3784a5b2db8f0a3e0b45cdcc31b39a222e680716a6ad7eba67f,0x23c073d557e4512f1811bd7c767047de13de14c59bb9607373613531250910b7,0x375f70cf2ae4c00bf37117d0c85a2c71545e6ee05c4a5c7d282cd66a4504b068::usdt::USDT|0xdba34672e30cb065b1f93e3ab55318768fd6fef66c15942c9f7cb846e2f900e7::usdc::USDC,12.837958736963827
BLUEFIN-AUTOBALANCE-SUIUSDT-USDC,0xa9d25a64c0268dad662198b4addf61aba0156c7ce2e1c190388eab16c6ab33dc,0x0bd95d012d60190a6713ae51f2d833b24ae70c5fb07fcfb41db40f25549878b1,0x8b68333ff71fa008bb2c8bc26d5989fba51cec27393172bb6bbfdbd360489542,0x07506ea66cb73fa60dbea5177c974ca6c98d7cd8ee2fae631af6e79f139f99ec,0x375f70cf2ae4c00bf37117d0c85a2c71545e6ee05c4a5c7d282cd66a4504b068::usdt::USDT|0xdba34672e30cb065b1f93e3ab55318768fd6fef66c15942c9f7cb846e2f900e7::usdc::USDC,11.391
BLUEFIN-AUTOBALANCE-SUI-USDC,0xa9d25a64c0268dad662198b4addf61aba0156c7ce2e1c190388eab16c6ab33dc,0x3b585786b13af1d8ea067ab37101b6513a05d2f90cfe60e8b1d9e1b46a63c4fa,0x1ec0aacf500624de90dd21478da12fca4726b3837e78993aee1c82f631e8364d,0xcf2a8bfaafd4b50f068826e3e4217925b4280836d8f182e3481c3725269c2a1f,0x0000000000000000000000000000000000000000000000000000000000000002::sui::SUI|0xdba34672e30cb065b1f93e3ab55318768fd6fef66c15942c9f7cb846e2f900e7::usdc::USDC,70.7698
BLUEFIN-AUTOBALANCE-USDT-USDC,0xa9d25a64c0268dad662198b4addf61aba0156c7ce2e1c190388eab16c6ab33dc,0x0321b68a0fca8c990710d26986ba433d06b351deba9384017cd6175f20466a8f,0x65a167f16da65732fc71ec5b8714e5beb293e931d54820f1fea188bbcf09383d,0x685c0569675bb46b838941568f1123c03eeef374dc4160c7d9b3abbc3b93f25c,0xc060006111016b8a020ad5b33834984a437aaa7d3c74c18e09a95d48aceab08c::coin::COIN|0xdba34672e30cb065b1f93e3ab55318768fd6fef66c15942c9f7cb846e2f900e7::usdc::USDC,13.8141
BLUEFIN-ALPHA-STSUI,0xb280f3d71be3f5e53f0cfaef8c5555697e91db6d8f148e213fb053fabd4b4f76,0xd4051b5dc76ca354e48813268aa79de38b274878ef6a9d274066ae5a47f46cc6,0xd601c2d1f451a1493e8d071482272a83e6dafbcdb82b249ca5b3ac909c4138f3,0x959f6df092073b23c0ad0278a9cf070b6779f2edc9b7124108207b4d7b4e94ca,0xfe3afec26c59e874f3c1d60b8203cb3852d2bb2aa415df9548b8d688e6683f93::alpha::ALPHA|0xd1b72982e40348d069bb1ff701e634c117bb5f741f44dff91e472d3b01461e55::stsui::STSUI,52.18500923891573
BLUEFIN-STSUI-WSOL,0xb280f3d71be3f5e53f0cfaef8c5555697e91db6d8f148e213fb053fabd4b4f76,0x1236ad7cce4e8d432221c1ff8084fc062614c4834927d6086ed2dc79c4dc504c,0x41e33aea32a0436f11009dffe539585eeaddcca69dafa8ca94af822a40f13686,0x1035ef8163114280567780eb5b64e9fc2545bd9fa72799ee956657be810c5e73,0xd1b72982e40348d069bb1ff701e634c117bb5f741f44dff91e472d3b01461e55::stsui::STSUI|0xb7844e289a8410e50fb3ca48d69eb9cf29e27d223ef90353fe1bd8e27ff8f3f8::coin::COIN,65.36331031602802
BLUEFIN-STSUI-ETH,0xb280f3d71be3f5e53f0cfaef8c5555697e91db6d8f148e213fb053fabd4b4f76,0x38e058d059d2bd6d00d2c85a7b0656a232cada12441fb406cd3ab29c6822b550,0xec9a1b3aad68c7993750c322f349cdf716f4ee4ec6932d9d876460b056f2319f,0x5eb70fc34300e26e01b59108f4b9618a6609a9428bd76d9e04941ed867fa5cfe,0xd1b72982e40348d069bb1ff701e634c117bb5f741f44dff91e472d3b01461e55::stsui::STSUI|0xd0e89b2af5e4910726fbcd8b8dd37bb79b29e5f83f7491bca830e94f7f226d29::eth::ETH,0
BLUEFIN-STSUI-USDC,0xb280f3d71be3f5e53f0cfaef8c5555697e91db6d8f148e213fb053fabd4b4f76,0x151d6959cb2a6d1a5b6cfec6d1eae690af0318e46e5fb3ec45dd4e3b67eebeda,0x95f0543f861584f1a3c3129c46901d5c5cc1d44e77eb57aab63eec55cd128f29,0x65e4af88e543e41c410f969801d53e40acb23da7be811e4c61d05a7d7d235b3b,0xd1b72982e40348d069bb1ff701e634c117bb5f741f44dff91e472d3b01461e55::stsui::STSUI|0xdba34672e30cb065b1f93e3ab55318768fd6fef66c15942c9f7cb846e2f900e7::usdc::USDC,126.33727265762042
BLUEFIN-STSUI-SUI,0x67396508929c97242f88497a3e020fad83cbdbba7fbdaff80e8a607ee40f1524,0x73549e0918d10727e324ebeed11ab81ab46f8fadb11078a0641f117d9097b725,0xf5e643282e76af102aada38c67aae7eaec1ba2fe3301871f9fcca482893f96f2,0xe348b843a54463afe5438fa76df127b2b78bc89caa9018ba70b3c2ba043f6a1e,0xd1b72982e40348d069bb1ff701e634c117bb5f741f44dff91e472d3b01461e55::stsui::STSUI|0x2::sui::SUI,8.82423125452624
BLUEFIN-DEEP-SUI,0x67396508929c97242f88497a3e020fad83cbdbba7fbdaff80e8a607ee40f1524,0x1b06371d74082856a1be71760cf49f6a377d050eb57afd017f203e89b09c89a2,0x46de57bfaa096c674492c3892caa261cf34cc46a2e539ece91f0db3e46e3f6c3,0x92454fe9c315328efb29607c30f6fb7b5ec55c0a8d9944285075386e381bbca0,0xdeeb7a4662eec9f2f3def03fb937a663dddaa2e215b8078a284d026b7946c270::deep::DEEP|0x2::sui::SUI,182.22232062597308
BLUEFIN-WBTC-SUI,0x67396508929c97242f88497a3e020fad83cbdbba7fbdaff80e8a607ee40f1524,0xe71aa89df60e737f1b687f8dfbd51e2a9b35706e9e5540ce9b053bd53fcb9ec3,0x31cc72ec8a332d5e0ecd65c8d5d778333e1c8432a8826a88a8c51eb4e7dc6fac,0x68d23ee66a167e39513747a75dd4af3fd2b5728a4653566bf3e813f684cf748b,0x027792d9fed7f9844eb4839566001bb6f6cb4804f66aa2da6fe1ee242d896881::coin::COIN|0x2::sui::SUI,147.17266384513826
BLUEFIN-SEND-USDC,0x67396508929c97242f88497a3e020fad83cbdbba7fbdaff80e8a607ee40f1524,0xbd5b29a952040ccd47ce2822bddd4aba3affaae9d6ccdaf65aded5528e39b837,0xd5757d9f00db3f21a0fa38a86a5c1d52ae44828cc59f1798550e2ccf260b2a34,0xa57b9da796a2848853de7478ec64db63213cb409bfdf182c8b20c7a64896cbcc,0xb45fcfcc2cc07ce0702cc2d229621e046c906ef14d9b25e8e4d25f6e8763fef7::send::SEND|0xdba34672e30cb065b1f93e3ab55318768fd6fef66c15942c9f7cb846e2f900e7::usdc::USDC,101.3668076708629
BLUEFIN-BLUE-SUI,0x67396508929c97242f88497a3e020fad83cbdbba7fbdaff80e8a607ee40f1524,0xde705d4f3ded922b729d9b923be08e1391dd4caeff8496326123934d0fb1c312,0xddecab961380225c95e6a6089660de2e6028170fbc2cd07ab79b8bf45e3c2645,0x56f05fc7b81cf45b8b223de9daba1ba82bf4ce32ba0bfa46c2780d78216b2b92,0xe1b45a0e641b9955a20aa0ad1c1f4ad86aad8afb07296d4085e349a50e90bdca::blue::BLUE|0x2::sui::SUI,106.6079809118588
BLUEFIN-BLUE-USDC,0x67396508929c97242f88497a3e020fad83cbdbba7fbdaff80e8a607ee40f1524,0x3717c637003c4274f20cde8c4eeadbffa2bbf16d995a0fe0f7bf99c03cf52e61,0x4b28663453af487a81d4fb2ba7c96cccd63978b83f950d3dcf60dd88116e3e91,0xb1a991064c4cbf1d7fb64a01ce8b2e3aa2f7d25b3ff8de7cabc1cb9ccc0fc12f,0xe1b45a0e641b9955a20aa0ad1c1f4ad86aad8afb07296d4085e349a50e90bdca::blue::BLUE|0xdba34672e30cb065b1f93e3ab55318768fd6fef66c15942c9f7cb846e2f900e7::usdc::USDC,108.07207745467989
NAVI-NAVX,0x40dd49f8cc27562848eb44e1ed966a5c0d7351c50771f31c7b0d69c70b636b9b,0xc0e02e7a245e855dd365422faf76f87d9f5b2148a26d48dda6e8253c3fe9fa60,0x35f7260fefe3dde7fa5b4bf1319f15554934a94c74acd4ba54161f99470c348f,0xcc7bcb6a7fb530349292a5ca675695150372f42171ab2b4f2b2dd6aa0fd63ac9,0xa99b8952d4f7d947ea77fe0ecdcc9e5fc0bcab2841d6e2a5aa00c3044e5544b5::navx::NAVX,0
BLUEFIN-NAVX-VSUI,0x67396508929c97242f88497a3e020fad83cbdbba7fbdaff80e8a607ee40f1524,0xa0b4fef70ccef039b94512d6384806979d4c201c5e12af9a4b0458454b80da35,0xf495b997ae10b8bb0996c1ee56a1cc7832daec36a9380e0932e41256d97cabad,0x3672719d64416d0f04575b500e853d9101dfca6488f705856c59ace1999e99d1,0xa99b8952d4f7d947ea77fe0ecdcc9e5fc0bcab2841d6e2a5aa00c3044e5544b5::navx::NAVX|0x549e8b69270defbfafd4f94e17ec44cdbdd99820b33bda2278dea3b9a32d3f55::cert::CERT,0
